"R0s","ks","stopped","c95"
0.99,0.01,0,1
0.99,0.0608163265306123,0,1
0.99,0.111632653061224,0.0211616161616162,1
0.99,0.162448979591837,0.0413232323232323,1
0.99,0.213265306122449,0.0413232323232323,1
0.99,0.264081632653061,0.0514040404040405,1
0.99,0.314897959183674,0.0514040404040405,1
0.99,0.365714285714286,0.0514040404040405,1
0.99,0.416530612244898,0.0514040404040405,1
0.99,0.46734693877551,0.0514040404040405,1
0.99,0.518163265306123,0.0514040404040405,1
0.99,0.568979591836735,0.0514040404040405,1
0.99,0.619795918367347,0.0514040404040405,1
0.99,0.670612244897959,0.0514040404040405,1
0.99,0.721428571428572,0.0514040404040405,1
0.99,0.772244897959184,0.0514040404040405,1
0.99,0.823061224489796,0.0514040404040405,1
0.99,0.873877551020408,0.0514040404040405,1
0.99,0.924693877551021,0.0514040404040405,1
0.99,0.975510204081633,0.0514040404040405,1
0.99,1.02632653061225,0.0514040404040405,1
0.99,1.07714285714286,0.0514040404040405,1
0.99,1.12795918367347,0.0514040404040405,1
0.99,1.17877551020408,0.0514040404040405,1
0.99,1.22959183673469,0.0514040404040405,1
0.99,1.28040816326531,0.0514040404040405,1
0.99,1.33122448979592,0.0514040404040405,1
0.99,1.38204081632653,0.0514040404040405,1
0.99,1.43285714285714,0.0514040404040405,1
0.99,1.48367346938776,0.0514040404040405,1
0.99,1.53448979591837,0.0514040404040405,1
0.99,1.58530612244898,0.0514040404040405,1
0.99,1.63612244897959,0.0514040404040405,1
0.99,1.6869387755102,0.0514040404040405,1
0.99,1.73775510204082,0.0514040404040405,1
0.99,1.78857142857143,0.0514040404040405,1
0.99,1.83938775510204,0.0514040404040405,1
0.99,1.89020408163265,0.0514040404040405,1
0.99,1.94102040816327,0.0514040404040405,1
0.99,1.99183673469388,0.0514040404040405,1
0.99,2.04265306122449,0.0514040404040405,1
0.99,2.0934693877551,0.0514040404040405,1
0.99,2.14428571428571,0.0514040404040405,1
0.99,2.19510204081633,0.0514040404040405,1
0.99,2.24591836734694,0.0514040404040405,1
0.99,2.29673469387755,0.0514040404040405,1
0.99,2.34755102040816,0.0514040404040405,1
0.99,2.39836734693878,0.0514040404040405,1
0.99,2.44918367346939,0.0514040404040405,1
0.99,2.5,0.0514040404040405,1
1.08204081632653,0.01,0,1
1.08204081632653,0.0608163265306123,0.0715656565656566,1
1.08204081632653,0.111632653061224,0.101808080808081,1
1.08204081632653,0.162448979591837,0.121969696969697,1
1.08204081632653,0.213265306122449,0.121969696969697,1
1.08204081632653,0.264081632653061,0.132050505050505,1
1.08204081632653,0.314897959183674,0.132050505050505,1
1.08204081632653,0.365714285714286,0.132050505050505,1
1.08204081632653,0.416530612244898,0.132050505050505,1
1.08204081632653,0.46734693877551,0.132050505050505,1
1.08204081632653,0.518163265306123,0.132050505050505,1
1.08204081632653,0.568979591836735,0.132050505050505,1
1.08204081632653,0.619795918367347,0.132050505050505,1
1.08204081632653,0.670612244897959,0.132050505050505,1
1.08204081632653,0.721428571428572,0.132050505050505,1
1.08204081632653,0.772244897959184,0.132050505050505,1
1.08204081632653,0.823061224489796,0.132050505050505,1
1.08204081632653,0.873877551020408,0.132050505050505,1
1.08204081632653,0.924693877551021,0.132050505050505,1
1.08204081632653,0.975510204081633,0.132050505050505,1
1.08204081632653,1.02632653061225,0.132050505050505,1
1.08204081632653,1.07714285714286,0.132050505050505,1
1.08204081632653,1.12795918367347,0.132050505050505,1
1.08204081632653,1.17877551020408,0.132050505050505,1
1.08204081632653,1.22959183673469,0.132050505050505,1
1.08204081632653,1.28040816326531,0.132050505050505,1
1.08204081632653,1.33122448979592,0.132050505050505,0.99
1.08204081632653,1.38204081632653,0.132050505050505,1
1.08204081632653,1.43285714285714,0.132050505050505,1
1.08204081632653,1.48367346938776,0.132050505050505,1
1.08204081632653,1.53448979591837,0.132050505050505,1
1.08204081632653,1.58530612244898,0.132050505050505,1
1.08204081632653,1.63612244897959,0.132050505050505,1
1.08204081632653,1.6869387755102,0.132050505050505,1
1.08204081632653,1.73775510204082,0.132050505050505,1
1.08204081632653,1.78857142857143,0.132050505050505,1
1.08204081632653,1.83938775510204,0.132050505050505,1
1.08204081632653,1.89020408163265,0.132050505050505,1
1.08204081632653,1.94102040816327,0.132050505050505,1
1.08204081632653,1.99183673469388,0.132050505050505,1
1.08204081632653,2.04265306122449,0.132050505050505,1
1.08204081632653,2.0934693877551,0.132050505050505,1
1.08204081632653,2.14428571428571,0.132050505050505,1
1.08204081632653,2.19510204081633,0.132050505050505,1
1.08204081632653,2.24591836734694,0.132050505050505,1
1.08204081632653,2.29673469387755,0.132050505050505,1
1.08204081632653,2.34755102040816,0.132050505050505,1
1.08204081632653,2.39836734693878,0.132050505050505,1
1.08204081632653,2.44918367346939,0.132050505050505,1
1.08204081632653,2.5,0.132050505050505,1
1.17408163265306,0.01,0,1
1.17408163265306,0.0608163265306123,0.142131313131313,1
1.17408163265306,0.111632653061224,0.172373737373737,1
1.17408163265306,0.162448979591837,0.192535353535354,1
1.17408163265306,0.213265306122449,0.192535353535354,1
1.17408163265306,0.264081632653061,0.202616161616162,1
1.17408163265306,0.314897959183674,0.192535353535354,1
1.17408163265306,0.365714285714286,0.202616161616162,1
1.17408163265306,0.416530612244898,0.202616161616162,1
1.17408163265306,0.46734693877551,0.202616161616162,1
1.17408163265306,0.518163265306123,0.202616161616162,1
1.17408163265306,0.568979591836735,0.202616161616162,1
1.17408163265306,0.619795918367347,0.202616161616162,1
1.17408163265306,0.670612244897959,0.202616161616162,1
1.17408163265306,0.721428571428572,0.202616161616162,1
